dim1,dim2,dim3,feat_eng_name,feat_chn_name
信息概要,信贷交易授信与负债信息概要,非循环贷账户信息汇总,pboc_ncl_credit_amt_avg,“信贷交易授信及负债信息概要”下，“非循环贷账户信息汇总”的每个账户下“授信总额”的平均值
信息概要,信贷交易授信与负债信息概要,非循环贷账户信息汇总,pboc_ncl_balance_amt_avg,“信贷交易授信及负债信息概要”下，“非循环贷账户信息汇总”的每个账户下“余额”的平均值
信息概要,信贷交易授信与负债信息概要,非循环贷账户信息汇总,pboc_ncl_shouldpay_6m_avg_amt_avg,“信贷交易授信及负债信息概要”下，“非循环贷账户信息汇总”的每个账户下“最近6个月平均应还款”的平均值
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_org_cnt,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”的“管理机构数”
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_account_cnt,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”的“账户数”
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_credit_amt,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”的“授信总额”
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_balance_amt,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”的“余额”
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_needpay_6m_avg_amt,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”的“最近6个月平均应还款”
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_balance_amt_div_credit_amt,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”中余额与授信总额的比值
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_account_cnt_avg,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”的每个管理机构下“账户数”的平均值
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_credit_amt_avg,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”的每个管理机构下“授信总额”的平均值
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_balance_amt_avg,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”的每个管理机构下“余额”的平均值
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_shouldpay_6m_avg_amt_avg,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”的每个管理机构下“最近6个月平均应还款”的平均值
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_credit_amt_avg,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”的每个账户下“授信总额”的平均值
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_balance_amt_avg,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”的每个账户下“余额”的平均值
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_cl1_shouldpay_6m_avg_amt_avg,“信贷交易授信及负债信息概要”下，“循环额度下分账户信息汇总”的每个账户下“最近6个月平均应还款”的平均值
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_org_cnt,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”的“管理机构数”
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_account_cnt,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”的“账户数”
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_credit_amt,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”的“授信总额”
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_balance_amt,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”的“余额”
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_needpay_6m_avg_amt,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”的“最近6个月平均应还款”
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_balance_amt_div_credit_amt,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”中余额与授信总额的比值
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_account_cnt_avg,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”的每个管理机构下“账户数”的平均值
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_credit_amt_avg,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”的每个管理机构下“授信总额”的平均值
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_balance_amt_avg,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”的每个管理机构下“余额”的平均值
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_shouldpay_6m_avg_amt_avg,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”的每个管理机构下“最近6个月平均应还款”的平均值
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_credit_amt_avg,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”的每个账户下“授信总额”的平均值
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_balance_amt_avg,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”的每个账户下“余额”的平均值
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_cl2_shouldpay_6m_avg_amt_avg,“信贷交易授信及负债信息概要”下，“循环贷账户信息汇总”的每个账户下“最近6个月平均应还款”的平均值
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_org_cnt,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”的“发卡机构数”
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_account_cnt,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”的“账户数”
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_credit_sum_amt,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”的“授信总额”
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_credit_max_amt,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”的“单家行最高授信额”
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_credit_min_amt,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”的“单家行最低授信额”
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_balance_amt,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”的“已用额度”
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_needpay_6m_avg_amt,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”的“最近6个月平均使用额度”
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_credit_max_amt_minus_min_amt,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”的单家最高最低授信额差值
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_credit_max_amt_div_min_amt,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”的单家最高最低授信额比值
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_balance_amt_div_credit_sum_amt,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”的已用额度和总额度的比值
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_needpay_6m_avg_amt_div_balance_amt,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”的“最近6个月平均使用额度”和“已用额度”的比值
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_needpay_6m_avg_amt_div_credit_sum_amt,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”的“最近6个月平均使用额度”和“授信总额”的比值
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_account_cnt_every_org,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”，平均每个机构下“账户数”的值
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_credit_sum_amt_every_org,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”，平均每个机构下“授信总额”的值
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_balance_amt_every_org,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”，平均每个机构下“已用额度”的值
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_cc_needpay_6m_avg_amt_every_org,“信贷交易授信及负债信息概要”下，“贷记卡账户信息汇总”，平均每个机构下“最近6个月平均使用额度”的值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_person_grt_resp_account_cnt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为个人·担保责任·账户数”
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_person_grt_resp_grt_amt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为个人·担保责任·担保金额”
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_person_grt_resp_balance_amt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为个人·担保责任·余额”
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_person_other_resp_account_cnt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为个人·其他相关还款责任·账户数”
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_person_other_resp_resp_amt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为个人·其他相关还款责任·还款责任金额”
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_person_other_resp_balance_amt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为个人·其他相关还款责任·余额”
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_person_grt_resp_balance_amt_div_grt_amt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为个人·担保责任”中余额和担保金额的比值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_person_other_resp_balance_amt_div_resp_amt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为个人·其他相关还款责任”中余额和还款责任金额的比值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_ent_grt_resp_account_cnt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为企业·担保责任·账户数”
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_ent_grt_resp_grt_amt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为企业·担保责任·担保金额”
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_ent_grt_resp_balance_amt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为企业·担保责任·余额”
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_ent_other_resp_account_cnt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为企业·其他相关还款责任·账户数”
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_ent_other_resp_resp_amt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为企业·其他相关还款责任·还款责任金额”
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_ent_other_resp_balance_amt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为企业·其他相关还款责任·余额”
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_ent_grt_resp_balance_amt_div_grt_amt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为个人·担保责任”中余额和担保金额的比值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_mg_for_ent_other_resp_balance_amt_div_resp_amt,“信贷交易授信及负债信息概要”下，“相关还款责任信息汇总”的“为个人·其他相关还款责任”中余额和还款责任金额的比值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_credit_amt_max,“信贷交易授信及负债信息概要”下，“账户数”的最大值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_credit_amt_min,“信贷交易授信及负债信息概要”下，“账户数”的最小值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_credit_amt_mean,“信贷交易授信及负债信息概要”下，“账户数”的平均值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_credit_amt_median,“信贷交易授信及负债信息概要”下，“账户数”的中位数
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_credit_amt_sum,“信贷交易授信及负债信息概要”下，“账户数”的总和
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_credit_amt_std,“信贷交易授信及负债信息概要”下，“账户数”的标准差
信息概要,信贷交易授信与负债信息概要,非循环贷账户信息汇总,pboc_credit_debt_summary_credit_amt_max_cat_is_ncl,“信贷交易授信及负债信息概要”下，“账户数”值最大的种类是非循环贷账户
信息概要,信贷交易授信与负债信息概要,非循环贷账户信息汇总,pboc_credit_debt_summary_credit_amt_min_cat_is_ncl,“信贷交易授信及负债信息概要”下，“账户数”值最小的种类是非循环贷账户
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_credit_debt_summary_credit_amt_max_cat_is_cl1,“信贷交易授信及负债信息概要”下，“账户数”值最大的种类是循环额度下分账户
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_credit_debt_summary_credit_amt_min_cat_is_cl1,“信贷交易授信及负债信息概要”下，“账户数”值最小的种类是循环额度下分账户
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_credit_debt_summary_credit_amt_max_cat_is_cl2,“信贷交易授信及负债信息概要”下，“账户数”值最大的种类是循环贷账户
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_credit_debt_summary_credit_amt_min_cat_is_cl2,“信贷交易授信及负债信息概要”下，“账户数”值最小的种类是循环贷账户
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_credit_debt_summary_credit_amt_max_cat_is_cc,“信贷交易授信及负债信息概要”下，“账户数”值最大的种类是贷记卡账户
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_credit_debt_summary_credit_amt_min_cat_is_cc,“信贷交易授信及负债信息概要”下，“账户数”值最小的种类是贷记卡账户
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_balance_amt_max,“信贷交易授信及负债信息概要”下，“授信总额”的最大值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_balance_amt_min,“信贷交易授信及负债信息概要”下，“授信总额”的最小值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_balance_amt_mean,“信贷交易授信及负债信息概要”下，“授信总额”的平均值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_balance_amt_median,“信贷交易授信及负债信息概要”下，“授信总额”的中位数
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_balance_amt_sum,“信贷交易授信及负债信息概要”下，“授信总额”的总和
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_balance_amt_std,“信贷交易授信及负债信息概要”下，“授信总额”的标准差
信息概要,信贷交易授信与负债信息概要,非循环贷账户信息汇总,pboc_credit_debt_summary_balance_amt_max_cat_is_ncl,“信贷交易授信及负债信息概要”下，“授信总额”值最大的种类是非循环贷账户
信息概要,信贷交易授信与负债信息概要,非循环贷账户信息汇总,pboc_credit_debt_summary_balance_amt_min_cat_is_ncl,“信贷交易授信及负债信息概要”下，“授信总额”值最小的种类是非循环贷账户
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_credit_debt_summary_balance_amt_max_cat_is_cl1,“信贷交易授信及负债信息概要”下，“授信总额”值最大的种类是循环额度下分账户
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_credit_debt_summary_balance_amt_min_cat_is_cl1,“信贷交易授信及负债信息概要”下，“授信总额”值最小的种类是循环额度下分账户
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_credit_debt_summary_balance_amt_max_cat_is_cl2,“信贷交易授信及负债信息概要”下，“授信总额”值最大的种类是循环贷账户
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_credit_debt_summary_balance_amt_min_cat_is_cl2,“信贷交易授信及负债信息概要”下，“授信总额”值最小的种类是循环贷账户
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_credit_debt_summary_balance_amt_max_cat_is_cc,“信贷交易授信及负债信息概要”下，“授信总额”值最大的种类是贷记卡账户
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_credit_debt_summary_balance_amt_min_cat_is_cc,“信贷交易授信及负债信息概要”下，“授信总额”值最小的种类是贷记卡账户
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_max,“信贷交易授信及负债信息概要”下，“余额”的最大值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_min,“信贷交易授信及负债信息概要”下，“余额”的最小值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_mean,“信贷交易授信及负债信息概要”下，“余额”的平均值
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_median,“信贷交易授信及负债信息概要”下，“余额”的中位数
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_sum,“信贷交易授信及负债信息概要”下，“余额”的总和
信息概要,信贷交易授信与负债信息概要,相关还款责任信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_std,“信贷交易授信及负债信息概要”下，“余额”的标准差
信息概要,信贷交易授信与负债信息概要,非循环贷账户信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_max_cat_is_ncl,“信贷交易授信及负债信息概要”下，“余额”值最大的种类是非循环贷账户
信息概要,信贷交易授信与负债信息概要,非循环贷账户信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_min_cat_is_ncl,“信贷交易授信及负债信息概要”下，“余额”值最小的种类是非循环贷账户
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_max_cat_is_cl1,“信贷交易授信及负债信息概要”下，“余额”值最大的种类是循环额度下分账户
信息概要,信贷交易授信与负债信息概要,循环额度下分账户信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_min_cat_is_cl1,“信贷交易授信及负债信息概要”下，“余额”值最小的种类是循环额度下分账户
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_max_cat_is_cl2,“信贷交易授信及负债信息概要”下，“余额”值最大的种类是循环贷账户
信息概要,信贷交易授信与负债信息概要,循环贷账户信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_min_cat_is_cl2,“信贷交易授信及负债信息概要”下，“余额”值最小的种类是循环贷账户
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_max_cat_is_cc,“信贷交易授信及负债信息概要”下，“余额”值最大的种类是贷记卡账户
信息概要,信贷交易授信与负债信息概要,贷记卡账户信息汇总,pboc_credit_debt_summary_needpay_6m_avg_amt_min_cat_is_cc,“信贷交易授信及负债信息概要”下，“余额”值最小的种类是贷记卡账户
